Nome,Dono,Estrelas,Releases,Criado em,URL
dragonwell8,dragonwell-project,4254,38,2019-03-07T02:57:45Z,https://github.com/dragonwell-project/dragonwell8
OpenHub,ThirtyDegreesRay,4251,31,2017-07-11T13:29:51Z,https://github.com/ThirtyDegreesRay/OpenHub
aurora,linhaojun857,4247,0,2022-08-19T13:39:16Z,https://github.com/linhaojun857/aurora
flutter-webrtc,flutter-webrtc,4242,122,2018-03-07T02:26:03Z,https://github.com/flutter-webrtc/flutter-webrtc
fastexcel,fast-excel,4236,3,2024-10-05T11:42:50Z,https://github.com/fast-excel/fastexcel
failsafe,failsafe-lib,4236,0,2015-06-30T00:56:39Z,https://github.com/failsafe-lib/failsafe
MallChat,zongzibinbin,4234,0,2023-03-16T15:04:35Z,https://github.com/zongzibinbin/MallChat
ShineButton,ChadCSong,4220,2,2016-07-05T06:32:26Z,https://github.com/ChadCSong/ShineButton
tx-lcn,codingapi,4207,14,2017-11-11T03:34:34Z,https://github.com/codingapi/tx-lcn
crate,crate,4198,129,2013-04-10T09:17:16Z,https://github.com/crate/crate
CoordinatorTabLayout,hugeterry,4193,0,2017-01-27T13:40:28Z,https://github.com/hugeterry/CoordinatorTabLayout
jitsi,jitsi,4191,7,2013-04-24T17:37:20Z,https://github.com/jitsi/jitsi
FloatWindow,yhaolpz,4191,9,2017-11-14T14:33:55Z,https://github.com/yhaolpz/FloatWindow
camunda-bpm-platform,camunda,4190,0,2013-01-03T10:10:31Z,https://github.com/camunda/camunda-bpm-platform
unidbg,zhkl0228,4190,15,2019-02-26T09:32:15Z,https://github.com/zhkl0228/unidbg
JKeyboardPanelSwitch,Jacksgong,4187,14,2015-07-01T17:42:01Z,https://github.com/Jacksgong/JKeyboardPanelSwitch
spring-boot-starter,mybatis,4186,31,2015-09-25T13:05:15Z,https://github.com/mybatis/spring-boot-starter
powermock,powermock,4180,16,2014-05-28T07:53:53Z,https://github.com/powermock/powermock
campus-imaotai,oddfar,4177,11,2023-07-07T10:37:13Z,https://github.com/oddfar/campus-imaotai
BGABanner-Android,bingoogolapple,4173,0,2014-10-25T17:15:18Z,https://github.com/bingoogolapple/BGABanner-Android
open-location-code,google,4170,5,2014-09-30T18:26:35Z,https://github.com/google/open-location-code
javassist,jboss-javassist,4169,24,2013-05-24T08:31:32Z,https://github.com/jboss-javassist/javassist
zotfile,jlegewie,4148,33,2011-12-30T14:47:42Z,https://github.com/jlegewie/zotfile
aws-sdk-java,aws,4147,0,2010-03-22T23:34:58Z,https://github.com/aws/aws-sdk-java
AndroidWiFiADB,pedrovgs,4146,8,2015-10-18T21:58:45Z,https://github.com/pedrovgs/AndroidWiFiADB
markor,gsantner,4143,76,2017-08-26T00:08:35Z,https://github.com/gsantner/markor
malmo,microsoft,4136,21,2016-05-17T14:58:40Z,https://github.com/microsoft/malmo
hmily,dromara,4123,0,2017-09-28T06:29:01Z,https://github.com/dromara/hmily
guide-rpc-framework,Snailclimb,4121,0,2020-05-10T13:24:42Z,https://github.com/Snailclimb/guide-rpc-framework
Tangram-Android,alibaba,4114,38,2017-03-29T13:29:57Z,https://github.com/alibaba/Tangram-Android
LoadingDrawable,dinuscxj,4111,0,2016-04-16T07:33:57Z,https://github.com/dinuscxj/LoadingDrawable
maxwell,zendesk,4098,213,2015-02-09T22:06:13Z,https://github.com/zendesk/maxwell
ExpandableTextView,Manabu-GT,4089,4,2014-05-17T19:40:15Z,https://github.com/Manabu-GT/ExpandableTextView
tiny-spring,code4craft,4071,0,2014-01-10T16:37:57Z,https://github.com/code4craft/tiny-spring
java-developer-roadmap,s4kibs4mi,4071,0,2019-04-23T06:42:13Z,https://github.com/s4kibs4mi/java-developer-roadmap
dolby_beta,nining377,4070,37,2020-05-19T12:13:36Z,https://github.com/nining377/dolby_beta
LSPosed_mod,mywalkb,4069,10,2022-03-28T08:05:38Z,https://github.com/mywalkb/LSPosed_mod
oblivion,bepass-org,4069,12,2024-02-08T05:50:09Z,https://github.com/bepass-org/oblivion
ViewPagerCards,rubensousa,4067,0,2016-08-20T15:24:12Z,https://github.com/rubensousa/ViewPagerCards
jodd,oblac,4061,37,2012-09-07T20:26:48Z,https://github.com/oblac/jodd
bistoury,qunarcorp,4059,8,2019-08-01T07:54:25Z,https://github.com/qunarcorp/bistoury
CC,luckybilly,4050,0,2017-11-23T16:26:33Z,https://github.com/luckybilly/CC
SmartCropper,pqpo,4046,13,2017-08-03T11:08:41Z,https://github.com/pqpo/SmartCropper
chunjun,DTStack,4037,30,2018-04-03T12:44:58Z,https://github.com/DTStack/chunjun
greys-anatomy,oldmanpushcart,4028,0,2012-11-21T19:39:35Z,https://github.com/oldmanpushcart/greys-anatomy
streampark,apache,4020,28,2019-05-27T05:56:03Z,https://github.com/apache/streampark
XCL-Charts,xcltapestry,4018,0,2014-06-09T15:44:50Z,https://github.com/xcltapestry/XCL-Charts
Telegram-X,TGX-Android,4015,4,2021-08-17T17:09:25Z,https://github.com/TGX-Android/Telegram-X
dubbo-admin,apache,4014,6,2018-01-11T05:30:17Z,https://github.com/apache/dubbo-admin
Bolts-Android,BoltsFramework,4012,11,2014-01-30T04:58:14Z,https://github.com/BoltsFramework/Bolts-Android
FloatingActionButton,makovkastar,4004,0,2014-07-22T13:29:55Z,https://github.com/makovkastar/FloatingActionButton
Phoenix,Yalantis,4003,1,2015-01-12T14:11:20Z,https://github.com/Yalantis/Phoenix
TwinklingRefreshLayout,lcodecorex,4002,0,2016-03-02T12:11:56Z,https://github.com/lcodecorex/TwinklingRefreshLayout
BigImageViewer,Piasy,3987,0,2016-11-06T09:55:02Z,https://github.com/Piasy/BigImageViewer
hawk,orhanobut,3985,22,2015-02-19T22:25:23Z,https://github.com/orhanobut/hawk
geoserver,geoserver,3983,55,2011-11-10T19:56:06Z,https://github.com/geoserver/geoserver
fastjson2,alibaba,3980,56,2022-04-17T04:27:24Z,https://github.com/alibaba/fastjson2
BadgeView,qstumn,3979,5,2017-02-08T02:01:39Z,https://github.com/qstumn/BadgeView
Aliucord,Aliucord,3957,14,2021-02-27T16:59:06Z,https://github.com/Aliucord/Aliucord
GuideView,binIoter,3956,0,2016-06-19T08:52:25Z,https://github.com/binIoter/GuideView
tech-weekly,mercyblitz,3956,0,2018-12-03T03:10:52Z,https://github.com/mercyblitz/tech-weekly
effective-java-3e-source-code,jbloch,3952,0,2018-08-03T20:48:35Z,https://github.com/jbloch/effective-java-3e-source-code
novel-plus,201206030,3950,26,2020-05-02T07:15:43Z,https://github.com/201206030/novel-plus
interviewGuide,NotFound9,3945,0,2016-04-20T07:17:09Z,https://github.com/NotFound9/interviewGuide
RichText,zzhoujay,3941,0,2015-07-21T09:36:01Z,https://github.com/zzhoujay/RichText
android-iconify,JoanZapata,3937,0,2013-06-12T11:42:01Z,https://github.com/JoanZapata/android-iconify
RxJavaSamples,rengwuxian,3937,3,2016-03-24T13:08:10Z,https://github.com/rengwuxian/RxJavaSamples
XChange,knowm,3936,0,2012-02-02T10:48:28Z,https://github.com/knowm/XChange
LiveEventBus,JeremyLiao,3929,0,2018-07-11T07:36:59Z,https://github.com/JeremyLiao/LiveEventBus
XposedInstaller,rovo89,3928,0,2012-04-02T20:33:05Z,https://github.com/rovo89/XposedInstaller
jmonkeyengine,jMonkeyEngine,3926,69,2014-03-20T22:29:28Z,https://github.com/jMonkeyEngine/jmonkeyengine
DataMiningAlgorithm,linyiqun,3906,0,2015-01-11T02:50:28Z,https://github.com/linyiqun/DataMiningAlgorithm
Conductor,bluelinelabs,3902,36,2016-03-16T18:42:41Z,https://github.com/bluelinelabs/Conductor
jetty.project,jetty,3900,113,2011-07-14T01:11:57Z,https://github.com/jetty/jetty.project
jstorm,alibaba,3900,22,2013-09-03T03:53:16Z,https://github.com/alibaba/jstorm
learning-spark,databricks,3890,0,2014-06-16T04:47:54Z,https://github.com/databricks/learning-spark
Leetcode,fishercoder1534,3885,0,2016-07-31T05:28:15Z,https://github.com/fishercoder1534/Leetcode
awaitility,awaitility,3884,0,2010-01-22T15:12:52Z,https://github.com/awaitility/awaitility
grobid,kermitt2,3881,21,2012-09-13T15:48:54Z,https://github.com/kermitt2/grobid
BackgroundLibrary,JavaNoober,3874,13,2018-09-09T08:52:45Z,https://github.com/JavaNoober/BackgroundLibrary
xboot,Exrick,3863,6,2018-04-23T14:44:18Z,https://github.com/Exrick/xboot
sofa-rpc,sofastack,3863,61,2018-04-09T03:32:04Z,https://github.com/sofastack/sofa-rpc
screw,pingfangushi,3862,0,2020-06-21T11:37:06Z,https://github.com/pingfangushi/screw
Launcher3,amirzaidi,3862,22,2017-05-30T12:53:32Z,https://github.com/amirzaidi/Launcher3
bitcoin-wallet,bitcoin-wallet,3861,0,2012-03-31T17:06:47Z,https://github.com/bitcoin-wallet/bitcoin-wallet
TinyPinyin,promeG,3858,2,2015-09-30T03:24:50Z,https://github.com/promeG/TinyPinyin
Timeline-View,vipulasri,3854,15,2015-12-15T14:55:04Z,https://github.com/vipulasri/Timeline-View
IDDD_Samples,VaughnVernon,3842,0,2013-04-08T22:12:57Z,https://github.com/VaughnVernon/IDDD_Samples
java-tron,tronprotocol,3837,79,2017-12-26T10:20:38Z,https://github.com/tronprotocol/java-tron
ahbottomnavigation,aurelhubert,3835,14,2016-03-17T12:17:56Z,https://github.com/aurelhubert/ahbottomnavigation
MaterialSearchView,MiguelCatalan,3830,6,2015-09-14T17:13:46Z,https://github.com/MiguelCatalan/MaterialSearchView
DSBridge-Android,wendux,3825,2,2017-01-02T11:58:53Z,https://github.com/wendux/DSBridge-Android
ripme,RipMeApp,3822,132,2017-01-06T17:12:09Z,https://github.com/RipMeApp/ripme
CircleProgress,uknownothingsnow,3818,0,2014-10-30T16:14:42Z,https://github.com/uknownothingsnow/CircleProgress
leetcode-editor,shuzijun,3816,55,2019-03-19T16:32:17Z,https://github.com/shuzijun/leetcode-editor
jabref,JabRef,3804,44,2014-03-11T14:48:42Z,https://github.com/JabRef/jabref
ShedLock,lukas-krecan,3801,0,2016-12-11T13:53:59Z,https://github.com/lukas-krecan/ShedLock
PeerBanHelper,PBH-BTN,3797,114,2024-02-07T14:35:16Z,https://github.com/PBH-BTN/PeerBanHelper
syncthing-android,syncthing,3793,332,2014-02-22T17:15:19Z,https://github.com/syncthing/syncthing-android
MarqueeView,sunfusheng,3782,0,2016-06-01T06:50:46Z,https://github.com/sunfusheng/MarqueeView
OpenPDF,LibrePDF,3778,73,2016-07-11T15:50:34Z,https://github.com/LibrePDF/OpenPDF
SuperTextView,lygttpod,3773,39,2016-10-19T04:06:54Z,https://github.com/lygttpod/SuperTextView
AndServer,yanzhenjie,3771,1,2016-06-14T00:52:52Z,https://github.com/yanzhenjie/AndServer
mpush,mpusher,3768,9,2016-04-28T01:43:19Z,https://github.com/mpusher/mpush
roboguice,roboguice,3758,0,2012-08-12T20:37:19Z,https://github.com/roboguice/roboguice
My-Blog,ZHENFENG13,3755,0,2019-03-04T09:17:00Z,https://github.com/ZHENFENG13/My-Blog
andOTP,andOTP,3755,38,2017-07-05T11:39:52Z,https://github.com/andOTP/andOTP
lilishop,lilishop,3752,3,2021-05-14T01:28:51Z,https://github.com/lilishop/lilishop
CustomActivityOnCrash,Ereza,3749,12,2014-07-04T19:46:21Z,https://github.com/Ereza/CustomActivityOnCrash
react-native-share,react-native-share,3747,133,2015-09-30T02:27:34Z,https://github.com/react-native-share/react-native-share
SwipeDelMenuLayout,mcxtzhang,3744,2,2016-08-25T08:10:45Z,https://github.com/mcxtzhang/SwipeDelMenuLayout
blurkit-android,CameraKit,3744,3,2016-11-06T03:14:58Z,https://github.com/CameraKit/blurkit-android
sticky-headers-recyclerview,timehop,3743,0,2014-10-03T01:57:46Z,https://github.com/timehop/sticky-headers-recyclerview
mlkit,googlesamples,3734,1,2020-05-28T21:40:38Z,https://github.com/googlesamples/mlkit
spruce-android,willowtreeapps,3720,3,2017-02-23T20:34:18Z,https://github.com/willowtreeapps/spruce-android
NullAway,uber,3712,25,2017-09-01T17:35:57Z,https://github.com/uber/NullAway
Terasology,MovingBlocks,3712,70,2011-03-04T03:49:19Z,https://github.com/MovingBlocks/Terasology
java,kubernetes-client,3711,53,2017-05-08T21:52:58Z,https://github.com/kubernetes-client/java
NoHttp,yanzhenjie,3707,0,2015-07-29T06:11:12Z,https://github.com/yanzhenjie/NoHttp
atmosphere,Atmosphere,3707,0,2010-06-30T14:26:23Z,https://github.com/Atmosphere/atmosphere
ChatKit,stfalcon-studio,3706,1,2017-02-02T09:37:15Z,https://github.com/stfalcon-studio/ChatKit
StylishMusicPlayer,ryanhoo,3704,0,2016-09-13T14:38:32Z,https://github.com/ryanhoo/StylishMusicPlayer
Skeleton,ethanhua,3697,0,2017-07-30T06:42:39Z,https://github.com/ethanhua/Skeleton
ByteLegend,ByteLegend,3694,0,2021-02-01T10:11:30Z,https://github.com/ByteLegend/ByteLegend
Play-with-Algorithms,liuyubobobo,3685,0,2016-07-05T18:16:22Z,https://github.com/liuyubobobo/Play-with-Algorithms
ASimpleCache,yangfuhai,3684,0,2013-07-28T13:50:59Z,https://github.com/yangfuhai/ASimpleCache
BannerViewPager,zhpanvip,3684,57,2017-03-28T09:11:11Z,https://github.com/zhpanvip/BannerViewPager
kylin,apache,3683,1,2015-01-03T08:00:05Z,https://github.com/apache/kylin
pdfsam,torakiki,3677,64,2013-09-24T11:06:13Z,https://github.com/torakiki/pdfsam
rejoiner,google,3667,3,2017-12-06T19:09:53Z,https://github.com/google/rejoiner
shopizer,shopizer-ecommerce,3666,18,2012-11-21T03:42:39Z,https://github.com/shopizer-ecommerce/shopizer
sofa-jraft,sofastack,3666,31,2019-03-04T10:13:43Z,https://github.com/sofastack/sofa-jraft
bundletool,google,3665,63,2018-05-04T07:24:09Z,https://github.com/google/bundletool
groupie,lisawray,3665,28,2016-09-01T20:59:35Z,https://github.com/lisawray/groupie
pixel-dungeon,watabou,3663,0,2014-07-26T17:34:32Z,https://github.com/watabou/pixel-dungeon
databus,linkedin,3659,0,2012-12-17T17:49:17Z,https://github.com/linkedin/databus
Linkage-RecyclerView,KunMinX,3653,0,2019-04-22T04:39:46Z,https://github.com/KunMinX/Linkage-RecyclerView
android-common,litesuits,3647,0,2014-05-29T08:08:00Z,https://github.com/litesuits/android-common
FlatLaf,JFormDesigner,3640,85,2019-08-19T10:27:05Z,https://github.com/JFormDesigner/FlatLaf
light-4j,networknt,3637,189,2016-09-09T22:28:14Z,https://github.com/networknt/light-4j
RoaringBitmap,RoaringBitmap,3635,34,2013-06-17T20:29:23Z,https://github.com/RoaringBitmap/RoaringBitmap
JCTools,JCTools,3631,18,2013-11-10T18:04:40Z,https://github.com/JCTools/JCTools
chatgpt-java,PlexPt,3631,24,2022-12-07T04:55:33Z,https://github.com/PlexPt/chatgpt-java
undertow,undertow-io,3629,9,2012-07-19T00:52:44Z,https://github.com/undertow-io/undertow
incubator-heron,apache,3628,56,2015-09-25T16:09:24Z,https://github.com/apache/incubator-heron
Android-BluetoothKit,dingjikerbo,3626,0,2015-10-08T09:07:33Z,https://github.com/dingjikerbo/Android-BluetoothKit
BlurView,Dimezis,3625,29,2016-04-21T16:00:07Z,https://github.com/Dimezis/BlurView
tablesaw,jtablesaw,3610,79,2016-01-01T14:58:28Z,https://github.com/jtablesaw/tablesaw
emojicon,rockerhieu,3610,2,2014-01-18T12:32:38Z,https://github.com/rockerhieu/emojicon
helidon,helidon-io,3603,119,2018-08-27T11:03:52Z,https://github.com/helidon-io/helidon
spotbugs,spotbugs,3601,68,2016-11-04T22:18:08Z,https://github.com/spotbugs/spotbugs
fernflower,fesh0r,3596,0,2014-10-03T05:00:15Z,https://github.com/fesh0r/fernflower
ExplosionField,tyrantgit,3596,0,2015-09-23T11:34:50Z,https://github.com/tyrantgit/ExplosionField
Alink,alibaba,3595,22,2018-09-30T06:36:11Z,https://github.com/alibaba/Alink
grpc-spring,grpc-ecosystem,3593,34,2016-12-30T09:06:15Z,https://github.com/grpc-ecosystem/grpc-spring
cyberduck,iterate-ch,3592,0,2017-01-20T14:16:34Z,https://github.com/iterate-ch/cyberduck
DropDownMenu,dongjunkun,3590,2,2015-06-23T07:43:56Z,https://github.com/dongjunkun/DropDownMenu
NewbieGuide,huburt-Hu,3588,20,2017-07-28T06:54:05Z,https://github.com/huburt-Hu/NewbieGuide
android-stackblur,kikoso,3582,0,2013-08-15T14:44:32Z,https://github.com/kikoso/android-stackblur
JavaSourceCodeLearning,coderbruis,3579,0,2020-06-02T13:34:20Z,https://github.com/coderbruis/JavaSourceCodeLearning
data-transfer-project,dtinit,3577,61,2018-01-04T21:27:57Z,https://github.com/dtinit/data-transfer-project
spock,spockframework,3574,25,2010-12-12T19:02:34Z,https://github.com/spockframework/spock
android-maps-utils,googlemaps,3568,47,2013-05-17T00:08:48Z,https://github.com/googlemaps/android-maps-utils
ShadowLayout,lihangleo2,3567,28,2019-07-09T07:17:06Z,https://github.com/lihangleo2/ShadowLayout
FlexibleAdapter,davideas,3566,30,2015-05-02T22:00:43Z,https://github.com/davideas/FlexibleAdapter
ThreeTenABP,JakeWharton,3563,0,2015-07-03T17:35:09Z,https://github.com/JakeWharton/ThreeTenABP
jackson-databind,FasterXML,3563,0,2011-12-23T07:17:41Z,https://github.com/FasterXML/jackson-databind
vertx-examples,vert-x3,3560,0,2015-02-24T17:42:44Z,https://github.com/vert-x3/vertx-examples
AppUpdate,WVector,3559,3,2017-06-19T09:38:42Z,https://github.com/WVector/AppUpdate
netty-learning,code4craft,3553,0,2013-09-19T02:24:25Z,https://github.com/code4craft/netty-learning
hackpad,dropbox,3551,0,2015-08-14T02:32:17Z,https://github.com/dropbox/hackpad
parceler,johncarl81,3548,0,2013-07-03T02:53:01Z,https://github.com/johncarl81/parceler
MagicaSakura,bilibili,3548,3,2016-06-23T07:54:59Z,https://github.com/bilibili/MagicaSakura
Android,hmkcode,3545,0,2013-09-02T16:12:28Z,https://github.com/hmkcode/Android
floatingsearchview,arimorty,3540,0,2015-11-22T02:38:32Z,https://github.com/arimorty/floatingsearchview
retrolambda,luontola,3539,0,2013-07-20T07:25:22Z,https://github.com/luontola/retrolambda
AndroRAT,karma9874,3538,0,2020-03-22T09:31:28Z,https://github.com/karma9874/AndroRAT
learning-note,rbmonster,3534,0,2020-06-15T16:47:25Z,https://github.com/rbmonster/learning-note
mcaselector,Querz,3530,68,2018-04-22T22:23:26Z,https://github.com/Querz/mcaselector
camunda,camunda,3527,364,2016-03-20T03:38:04Z,https://github.com/camunda/camunda
ftgo-application,microservices-patterns,3524,0,2017-10-23T04:30:04Z,https://github.com/microservices-patterns/ftgo-application
initializr,spring-io,3523,16,2013-06-07T16:02:22Z,https://github.com/spring-io/initializr
Store,nytimes,3522,0,2016-11-29T20:17:11Z,https://github.com/nytimes/Store
RecyclerViewPager,lsjwzh,3520,10,2015-01-17T18:30:34Z,https://github.com/lsjwzh/RecyclerViewPager
Music-Player,andremion,3516,2,2016-05-06T21:55:37Z,https://github.com/andremion/Music-Player
brigadier,Mojang,3513,3,2014-09-15T08:48:24Z,https://github.com/Mojang/brigadier
yacy_search_server,yacy,3511,0,2015-03-22T12:54:20Z,https://github.com/yacy/yacy_search_server
SwipeMenuListView,baoyongzhang,3506,2,2014-08-24T15:40:45Z,https://github.com/baoyongzhang/SwipeMenuListView
akhq,tchiotludo,3504,41,2018-09-09T19:35:39Z,https://github.com/tchiotludo/akhq
libstreaming,fyhertz,3501,0,2013-01-30T21:24:47Z,https://github.com/fyhertz/libstreaming
GeekNews,codeestX,3501,0,2016-08-07T14:56:56Z,https://github.com/codeestX/GeekNews
FairEmail,M66B,3500,1000,2018-08-02T13:30:25Z,https://github.com/M66B/FairEmail
jshERP,jishenghua,3496,6,2016-09-20T04:51:39Z,https://github.com/jishenghua/jshERP
LoadSir,KingJA,3491,6,2017-09-02T08:32:15Z,https://github.com/KingJA/LoadSir
android-hidden-api,anggrayudi,3491,2,2015-09-16T11:58:33Z,https://github.com/anggrayudi/android-hidden-api
spring-cloud-kubernetes,spring-cloud,3485,25,2016-12-13T21:36:25Z,https://github.com/spring-cloud/spring-cloud-kubernetes
kubernetes-client,fabric8io,3483,119,2015-07-09T15:43:13Z,https://github.com/fabric8io/kubernetes-client
RxAndroidBle,dariuszseweryn,3482,59,2016-02-04T13:42:02Z,https://github.com/dariuszseweryn/RxAndroidBle
JavaEETest,lenve,3481,0,2016-12-13T02:13:58Z,https://github.com/lenve/JavaEETest
BottomNavigationViewEx,ittianyu,3475,19,2016-11-12T08:39:38Z,https://github.com/ittianyu/BottomNavigationViewEx
SurveyKing,javahuang,3472,3,2021-09-06T13:34:14Z,https://github.com/javahuang/SurveyKing
marshalsec,mbechler,3470,0,2017-05-22T11:43:57Z,https://github.com/mbechler/marshalsec
immutables,immutables,3470,11,2013-07-07T13:48:23Z,https://github.com/immutables/immutables
PreviewSeekBar,rubensousa,3468,10,2017-01-24T23:52:44Z,https://github.com/rubensousa/PreviewSeekBar
HaE,gh0stkey,3464,72,2020-03-24T10:12:50Z,https://github.com/gh0stkey/HaE
QNotified,ferredoxin,3444,28,2019-03-24T05:12:41Z,https://github.com/ferredoxin/QNotified
SSM,crossoverJie,3443,10,2016-06-21T10:09:02Z,https://github.com/crossoverJie/SSM
logging-log4j2,apache,3440,13,2013-06-12T07:00:19Z,https://github.com/apache/logging-log4j2
migration,phodal,3439,0,2020-01-08T02:11:38Z,https://github.com/phodal/migration
Android-Week-View,alamkanak,3435,4,2014-09-17T10:07:12Z,https://github.com/alamkanak/Android-Week-View
Iris,IrisShaders,3435,140,2020-10-22T20:21:12Z,https://github.com/IrisShaders/Iris
SeeWeather,xcc3641,3434,2,2016-02-20T13:10:14Z,https://github.com/xcc3641/SeeWeather
giffun,guolindev,3433,0,2019-01-28T05:11:00Z,https://github.com/guolindev/giffun
AlgoDS,sherxon,3432,0,2016-12-16T17:01:22Z,https://github.com/sherxon/AlgoDS
MyPerf4J,LinShunKang,3428,23,2018-03-11T09:58:44Z,https://github.com/LinShunKang/MyPerf4J
Chronicle-Queue,OpenHFT,3422,520,2013-06-02T15:11:33Z,https://github.com/OpenHFT/Chronicle-Queue
android,cSploit,3421,33,2014-10-04T05:53:29Z,https://github.com/cSploit/android
maestro,Netflix,3419,0,2024-04-17T01:15:56Z,https://github.com/Netflix/maestro
openhab1-addons,openhab,3418,14,2013-09-20T20:28:43Z,https://github.com/openhab/openhab1-addons
signal-cli,AsamK,3409,97,2015-05-11T10:49:42Z,https://github.com/AsamK/signal-cli
LQRWeChat,GitLqr,3409,0,2017-02-07T06:32:40Z,https://github.com/GitLqr/LQRWeChat
chatgpt-java,Grt1228,3405,10,2023-02-11T08:54:54Z,https://github.com/Grt1228/chatgpt-java
BubbleSeekBar,woxingxiao,3401,12,2016-11-03T14:31:05Z,https://github.com/woxingxiao/BubbleSeekBar
AxonFramework,AxonFramework,3399,128,2011-12-02T16:04:42Z,https://github.com/AxonFramework/AxonFramework
android-priority-jobqueue,yigit,3394,0,2014-06-20T00:12:45Z,https://github.com/yigit/android-priority-jobqueue
volley,google,3388,9,2017-01-24T17:39:33Z,https://github.com/google/volley
springdoc-openapi,springdoc,3387,87,2019-07-11T23:08:20Z,https://github.com/springdoc/springdoc-openapi
red5-server,Red5,3384,103,2013-11-19T05:04:10Z,https://github.com/Red5/red5-server
blossom,blossom-editor,3381,17,2023-08-07T03:02:17Z,https://github.com/blossom-editor/blossom
openj9,eclipse-openj9,3379,50,2017-08-25T13:46:07Z,https://github.com/eclipse-openj9/openj9
http-request,kevinsawicki,3375,0,2011-10-21T19:54:58Z,https://github.com/kevinsawicki/http-request
android-butterknife-zelezny,avast,3373,8,2013-12-23T14:24:08Z,https://github.com/avast/android-butterknife-zelezny
AutoDispose,uber,3371,4,2016-12-22T18:46:11Z,https://github.com/uber/AutoDispose
MyBatis-Spring-Boot,abel533,3369,0,2015-12-19T09:57:22Z,https://github.com/abel533/MyBatis-Spring-Boot
incubator-kie-optaplanner,apache,3362,5,2011-02-15T19:38:23Z,https://github.com/apache/incubator-kie-optaplanner
Java,HelloWorld521,3358,0,2016-12-08T14:01:46Z,https://github.com/HelloWorld521/Java
dinky,DataLinkDC,3355,29,2021-06-09T07:11:26Z,https://github.com/DataLinkDC/dinky
my-site,WinterChenS,3354,0,2018-05-03T09:05:37Z,https://github.com/WinterChenS/my-site
ArchUnit,TNG,3350,41,2017-04-21T08:39:20Z,https://github.com/TNG/ArchUnit
linkis,apache,3349,32,2019-07-23T06:41:51Z,https://github.com/apache/linkis
sndcpy,rom1v,3348,2,2020-06-09T19:36:57Z,https://github.com/rom1v/sndcpy
ffmpeg-android-java,cropsly,3338,8,2014-09-11T10:12:09Z,https://github.com/cropsly/ffmpeg-android-java
DDComponentForAndroid,luojilab,3332,4,2017-09-07T05:48:44Z,https://github.com/luojilab/DDComponentForAndroid
jvm-tools,aragozin,3326,0,2012-04-28T09:28:32Z,https://github.com/aragozin/jvm-tools
Toaster,getActivity,3326,33,2018-09-16T05:28:57Z,https://github.com/getActivity/Toaster
ScalingLayout,iammert,3321,4,2017-10-01T12:28:34Z,https://github.com/iammert/ScalingLayout
archi,ivacf,3320,0,2015-09-11T16:13:34Z,https://github.com/ivacf/archi
uncle-novel,uncle-novel,3318,1,2018-12-11T12:15:30Z,https://github.com/uncle-novel/uncle-novel
concurrency-limits,Netflix,3312,102,2017-12-11T19:32:41Z,https://github.com/Netflix/concurrency-limits
SuperTextView,chenBingX,3308,33,2017-04-17T11:32:41Z,https://github.com/chenBingX/SuperTextView
PRDownloader,amitshekhariitbhu,3306,8,2017-11-11T19:29:38Z,https://github.com/amitshekhariitbhu/PRDownloader
99-problems,shekhargulati,3301,0,2015-11-22T05:56:33Z,https://github.com/shekhargulati/99-problems
igniter,trojan-gfw,3301,33,2018-11-08T22:19:03Z,https://github.com/trojan-gfw/igniter
